timestamp,epoch,step,global_step,loss,lr
2025-12-05T15:52:01.230239,1,6500,6499,3.338477,0.00055720
2025-12-05T15:52:22.572904,1,6600,6599,3.352620,0.00055717
2025-12-05T15:52:43.769784,1,6700,6699,3.369250,0.00055714
2025-12-05T15:53:05.147226,1,6800,6799,3.345066,0.00055711
2025-12-05T15:53:26.536288,1,6900,6899,3.349871,0.00055707
2025-12-05T15:53:48.250714,1,7000,6999,3.343444,0.00055704
2025-12-05T15:54:22.919534,1,7100,7099,3.361228,0.00055701
2025-12-05T15:54:44.202848,1,7200,7199,3.314213,0.00055697
2025-12-05T15:55:05.488055,1,7300,7299,3.344858,0.00055694
2025-12-05T15:55:26.903234,1,7400,7399,3.342419,0.00055690
2025-12-05T15:55:47.898724,1,7500,7499,3.327133,0.00055687
2025-12-05T15:56:09.137202,1,7600,7599,3.332174,0.00055683
2025-12-05T15:56:30.909709,1,7700,7699,3.341822,0.00055679
2025-12-05T15:56:52.633931,1,7800,7799,3.346435,0.00055676
2025-12-05T15:57:14.089779,1,7900,7899,3.349415,0.00055672
2025-12-05T15:57:35.535277,1,8000,7999,3.295915,0.00055668
2025-12-05T15:58:10.673581,1,8100,8099,3.322183,0.00055664
2025-12-05T15:58:31.953540,1,8200,8199,3.321671,0.00055660
2025-12-05T15:58:53.436835,1,8300,8299,3.319983,0.00055656
2025-12-05T15:59:14.871272,1,8400,8399,3.331205,0.00055652
2025-12-05T15:59:36.394851,1,8500,8499,3.328865,0.00055648
2025-12-05T15:59:57.723405,1,8600,8599,3.316431,0.00055644
2025-12-05T16:00:19.245756,1,8700,8699,3.341762,0.00055640
2025-12-05T16:00:40.980660,1,8800,8799,3.315508,0.00055635
2025-12-05T16:01:01.756059,1,8900,8899,3.314030,0.00055631
2025-12-05T16:01:23.179737,1,9000,8999,3.309376,0.00055627
2025-12-05T16:01:57.951703,1,9100,9099,3.308359,0.00055622
2025-12-05T16:02:19.528940,1,9200,9199,3.333682,0.00055618
2025-12-05T16:02:40.860536,1,9300,9299,3.314355,0.00055613
2025-12-05T16:03:02.548544,1,9400,9399,3.321305,0.00055608
2025-12-05T16:03:23.577090,1,9500,9499,3.306676,0.00055604
2025-12-05T16:03:45.056038,1,9600,9599,3.316343,0.00055599
2025-12-05T16:04:06.627520,1,9700,9699,3.331884,0.00055594
2025-12-05T16:04:28.244298,1,9800,9799,3.317503,0.00055589
2025-12-05T16:04:49.517964,1,9900,9899,3.286887,0.00055585
2025-12-05T16:05:11.089257,1,10000,9999,3.297778,0.00055580
2025-12-05T16:05:45.020671,1,10100,10099,3.308810,0.00055575
2025-12-05T16:06:05.903382,1,10200,10199,3.279366,0.00055570
2025-12-05T17:58:21.397403,1,100,99,2229.597409,0.00005525
2025-12-05T17:58:41.999544,1,200,199,5.896267,0.00011105
2025-12-05T17:59:02.210212,1,300,299,4.946448,0.00016685
2025-12-05T17:59:22.034550,1,400,399,4.553494,0.00022266
2025-12-05T17:59:42.424489,1,500,499,4.179298,0.00027846
2025-12-05T18:00:02.840069,1,600,599,4.037301,0.00033426
2025-12-05T18:00:22.724994,1,700,699,3.874525,0.00039007
2025-12-05T18:00:43.124432,1,800,799,3.776390,0.00044587
2025-12-05T18:01:03.497881,1,900,899,3.693194,0.00050167
2025-12-05T18:01:23.511998,1,1000,999,3.678658,0.00055748
2025-12-05T18:01:58.277265,1,1100,1099,3.631494,0.00055804
2025-12-05T18:02:19.931401,1,1200,1199,3.615352,0.00055803
2025-12-05T18:02:41.342359,1,1300,1299,3.572613,0.00055803
2025-12-05T18:03:02.392644,1,1400,1399,3.603370,0.00055803
2025-12-05T18:03:23.826208,1,1500,1499,3.568190,0.00055803
2025-12-05T18:03:45.473423,1,1600,1599,3.542537,0.00055803
2025-12-05T18:04:06.538195,1,1700,1699,3.533123,0.00055802
2025-12-05T18:04:27.952096,1,1800,1799,3.500566,0.00055802
2025-12-05T18:04:49.551521,1,1900,1899,3.466334,0.00055801
2025-12-05T18:05:10.575425,1,2000,1999,3.488466,0.00055801
2025-12-05T18:05:46.582094,1,2100,2099,3.495186,0.00055800
2025-12-05T18:06:08.678532,1,2200,2199,3.458359,0.00055800
2025-12-05T18:06:30.225302,1,2300,2299,3.446312,0.00055799
2025-12-05T18:06:51.537231,1,2400,2399,3.431559,0.00055798
2025-12-05T18:07:13.640406,1,2500,2499,3.413420,0.00055797
2025-12-05T18:07:35.703382,1,2600,2599,3.415061,0.00055796
2025-12-05T18:07:57.280734,1,2700,2699,3.410291,0.00055796
2025-12-05T18:08:19.197822,1,2800,2799,3.385616,0.00055795
2025-12-05T18:08:41.362381,1,2900,2899,3.404240,0.00055794
2025-12-05T18:09:03.310903,1,3000,2999,3.465814,0.00055793
2025-12-05T18:09:37.298386,1,3100,3099,3.426424,0.00055791
2025-12-05T18:09:58.972435,1,3200,3199,3.391997,0.00055790
2025-12-05T18:10:20.274327,1,3300,3299,3.355586,0.00055789
2025-12-05T18:10:41.890170,1,3400,3399,3.370819,0.00055788
2025-12-05T18:11:03.805810,1,3500,3499,3.346588,0.00055786
2025-12-05T18:11:25.648147,1,3600,3599,3.326072,0.00055785
2025-12-05T18:11:47.102074,1,3700,3699,3.335538,0.00055783
2025-12-05T18:12:08.491687,1,3800,3799,3.346530,0.00055782
2025-12-05T18:12:30.384050,1,3900,3899,3.318965,0.00055780
2025-12-05T18:12:52.025593,1,4000,3999,3.319359,0.00055779
2025-12-05T18:13:26.526736,1,4100,4099,3.336906,0.00055777
2025-12-05T18:13:48.821073,1,4200,4199,3.307575,0.00055775
2025-12-05T18:14:11.240088,1,4300,4299,3.317130,0.00055773
2025-12-05T18:14:33.829806,1,4400,4399,3.329456,0.00055772
2025-12-05T18:14:56.109103,1,4500,4499,3.318518,0.00055770
2025-12-05T18:15:18.743779,1,4600,4599,3.313730,0.00055768
2025-12-05T18:15:40.707549,1,4700,4699,3.290652,0.00055766
2025-12-05T18:16:03.019471,1,4800,4799,3.317052,0.00055764
2025-12-05T18:16:25.497722,1,4900,4899,3.300549,0.00055761
2025-12-05T18:16:47.865677,1,5000,4999,3.278723,0.00055759
2025-12-05T18:17:21.343627,1,5100,5099,3.306784,0.00055757
2025-12-05T18:17:43.944705,1,5200,5199,3.298381,0.00055755
2025-12-05T18:18:06.538871,1,5300,5299,3.272772,0.00055752
2025-12-05T18:18:29.130077,1,5400,5399,3.282412,0.00055750
2025-12-05T18:18:51.539576,1,5500,5499,3.304020,0.00055748
2025-12-05T18:19:14.643483,1,5600,5599,3.292323,0.00055745
2025-12-05T18:19:37.129986,1,5700,5699,3.290577,0.00055742
2025-12-05T18:19:59.615922,1,5800,5799,3.269944,0.00055740
2025-12-05T18:20:22.015499,1,5900,5899,3.265253,0.00055737
2025-12-05T18:20:44.527589,1,6000,5999,3.265000,0.00055734
2025-12-05T18:21:18.730086,1,6100,6099,3.275308,0.00055732
2025-12-05T18:21:41.655216,1,6200,6199,3.295850,0.00055729
2025-12-05T18:22:04.574351,1,6300,6299,3.282581,0.00055726
2025-12-05T18:22:27.015942,1,6400,6399,3.287104,0.00055723
2025-12-05T18:22:49.726635,1,6500,6499,3.245901,0.00055720
2025-12-05T18:23:12.766544,1,6600,6599,3.282992,0.00055717
2025-12-05T18:23:35.660198,1,6700,6699,3.276931,0.00055714
2025-12-05T18:23:57.817509,1,6800,6799,3.258764,0.00055711
2025-12-05T18:24:20.578910,1,6900,6899,3.254779,0.00055707
2025-12-05T18:24:43.605249,1,7000,6999,3.249788,0.00055704
2025-12-05T18:25:17.888445,1,7100,7099,3.276262,0.00055701
2025-12-05T18:25:40.118811,1,7200,7199,3.226556,0.00055697
2025-12-05T18:26:03.070614,1,7300,7299,3.255342,0.00055694
2025-12-05T18:26:25.338465,1,7400,7399,3.249770,0.00055690
2025-12-05T18:26:47.582081,1,7500,7499,3.235770,0.00055687
2025-12-05T18:27:10.142018,1,7600,7599,3.238348,0.00055683
2025-12-05T18:27:32.892467,1,7700,7699,3.247581,0.00055679
2025-12-05T18:27:55.328533,1,7800,7799,3.257075,0.00055676
2025-12-05T18:28:17.667913,1,7900,7899,3.256644,0.00055672
2025-12-05T18:28:40.331284,1,8000,7999,3.212297,0.00055668
2025-12-05T18:29:14.779380,1,8100,8099,3.240004,0.00055664
2025-12-05T18:29:37.671466,1,8200,8199,3.235147,0.00055660
2025-12-05T18:30:00.467640,1,8300,8299,3.229903,0.00055656
2025-12-05T18:30:23.089495,1,8400,8399,3.240851,0.00055652
2025-12-05T18:30:46.320406,1,8500,8499,3.240182,0.00055648
2025-12-05T18:31:09.257411,1,8600,8599,3.224458,0.00055644
2025-12-05T18:31:31.423500,1,8700,8699,3.247651,0.00055640
2025-12-05T18:31:54.721321,1,8800,8799,3.228309,0.00055635
2025-12-05T18:32:17.135917,1,8900,8899,3.224681,0.00055631
2025-12-05T18:32:39.931897,1,9000,8999,3.218622,0.00055627
2025-12-05T18:33:14.654545,1,9100,9099,3.214424,0.00055622
2025-12-05T18:33:37.320730,1,9200,9199,3.238599,0.00055618
2025-12-05T18:33:59.739955,1,9300,9299,3.225055,0.00055613
2025-12-05T18:34:21.888753,1,9400,9399,3.234185,0.00055608
2025-12-05T18:34:44.403713,1,9500,9499,3.212297,0.00055604
2025-12-05T18:35:07.101036,1,9600,9599,3.231604,0.00055599
2025-12-05T18:35:29.033763,1,9700,9699,3.244860,0.00055594
2025-12-05T18:35:51.444408,1,9800,9799,3.229685,0.00055589
2025-12-05T18:36:14.122703,1,9900,9899,3.203438,0.00055585
2025-12-05T18:36:37.036483,1,10000,9999,3.221383,0.00055580
2025-12-05T18:37:11.933095,1,10100,10099,3.222613,0.00055575
2025-12-05T18:37:34.635635,1,10200,10199,3.195300,0.00055570
2025-12-05T19:06:08.269706,1,100,99,2229.597409,0.00005525
2025-12-05T19:06:28.795951,1,200,199,5.896267,0.00011105
2025-12-05T19:06:49.127268,1,300,299,4.946448,0.00016685
2025-12-05T19:07:09.342829,1,400,399,4.553494,0.00022266
2025-12-05T19:07:29.955860,1,500,499,4.179298,0.00027846
2025-12-05T19:07:50.621583,1,600,599,4.037301,0.00033426
2025-12-05T19:08:10.912847,1,700,699,3.874525,0.00039007
2025-12-05T19:08:31.577331,1,800,799,3.776390,0.00044587
2025-12-05T19:08:52.038275,1,900,899,3.693194,0.00050167
2025-12-05T19:09:12.320209,1,1000,999,3.678658,0.00055748
2025-12-05T19:09:46.731862,1,1100,1099,3.631494,0.00055804
2025-12-05T19:10:08.212712,1,1200,1199,3.615352,0.00055803
2025-12-05T19:10:29.088391,1,1300,1299,3.572613,0.00055803
2025-12-05T19:10:49.989495,1,1400,1399,3.603370,0.00055803
2025-12-05T19:11:11.405292,1,1500,1499,3.568190,0.00055803
2025-12-05T19:11:32.535013,1,1600,1599,3.542537,0.00055802
2025-12-05T19:11:53.864010,1,1700,1699,3.533123,0.00055802
2025-12-05T19:12:14.991444,1,1800,1799,3.500566,0.00055801
2025-12-05T19:12:36.180420,1,1900,1899,3.466334,0.00055801
2025-12-05T19:12:56.688035,1,2000,1999,3.488466,0.00055800
2025-12-05T19:13:30.229435,1,2100,2099,3.495186,0.00055799
2025-12-05T19:13:51.754964,1,2200,2199,3.458359,0.00055799
2025-12-05T19:14:13.090581,1,2300,2299,3.446312,0.00055798
2025-12-05T19:14:34.502986,1,2400,2399,3.431559,0.00055797
2025-12-05T19:14:56.135727,1,2500,2499,3.413420,0.00055796
2025-12-05T19:15:17.613249,1,2600,2599,3.415061,0.00055795
2025-12-05T19:15:38.776232,1,2700,2699,3.410291,0.00055794
2025-12-05T19:16:00.279587,1,2800,2799,3.385616,0.00055792
2025-12-05T19:16:21.510418,1,2900,2899,3.404240,0.00055791
2025-12-05T19:16:42.587249,1,3000,2999,3.465814,0.00055790
2025-12-05T19:17:16.271801,1,3100,3099,3.426424,0.00055788
2025-12-05T19:17:38.077853,1,3200,3199,3.391997,0.00055787
2025-12-05T19:18:00.066232,1,3300,3299,3.355586,0.00055785
2025-12-05T19:18:21.967778,1,3400,3399,3.370819,0.00055784
2025-12-05T19:18:43.828750,1,3500,3499,3.346588,0.00055782
2025-12-05T19:19:06.118748,1,3600,3599,3.326072,0.00055780
2025-12-05T19:19:28.337782,1,3700,3699,3.335538,0.00055778
2025-12-05T19:19:50.531161,1,3800,3799,3.346530,0.00055776
2025-12-05T19:20:12.206403,1,3900,3899,3.318965,0.00055774
2025-12-05T19:20:34.246263,1,4000,3999,3.319359,0.00055772
2025-12-05T19:21:09.626203,1,4100,4099,3.336906,0.00055770
2025-12-05T19:21:31.180415,1,4200,4199,3.307575,0.00055768
2025-12-05T19:21:52.779468,1,4300,4299,3.317130,0.00055766
2025-12-05T19:22:14.753923,1,4400,4399,3.329456,0.00055763
2025-12-05T19:22:36.600617,1,4500,4499,3.318518,0.00055761
2025-12-05T19:22:57.874290,1,4600,4599,3.313730,0.00055759
2025-12-05T19:23:19.976511,1,4700,4699,3.290652,0.00055756
2025-12-05T19:23:41.550623,1,4800,4799,3.317052,0.00055753
2025-12-05T19:24:03.916503,1,4900,4899,3.300549,0.00055751
2025-12-05T19:24:25.746826,1,5000,4999,3.278723,0.00055748
2025-12-05T19:25:04.336640,1,5100,5099,3.306784,0.00055745
2025-12-05T19:25:26.169223,1,5200,5199,3.298381,0.00055742
2025-12-05T19:25:48.358859,1,5300,5299,3.272772,0.00055739
2025-12-05T19:26:10.557069,1,5400,5399,3.282412,0.00055736
2025-12-05T19:26:32.364381,1,5500,5499,3.304020,0.00055733
2025-12-05T19:26:53.948394,1,5600,5599,3.292323,0.00055730
2025-12-05T19:27:15.412352,1,5700,5699,3.290577,0.00055727
2025-12-05T19:27:37.489953,1,5800,5799,3.269944,0.00055724
2025-12-05T19:27:59.361642,1,5900,5899,3.265253,0.00055720
2025-12-05T19:28:20.834075,1,6000,5999,3.265000,0.00055717
2025-12-05T19:28:58.701072,1,6100,6099,3.275308,0.00055713
2025-12-05T19:29:21.107854,1,6200,6199,3.295850,0.00055710
2025-12-05T19:29:42.955378,1,6300,6299,3.282581,0.00055706
2025-12-05T19:30:05.018249,1,6400,6399,3.287104,0.00055702
2025-12-05T19:30:26.983721,1,6500,6499,3.245901,0.00055699
2025-12-05T19:30:49.210814,1,6600,6599,3.282992,0.00055695
2025-12-05T19:31:11.245109,1,6700,6699,3.276931,0.00055691
2025-12-05T19:31:33.635455,1,6800,6799,3.258764,0.00055687
2025-12-05T19:31:55.275401,1,6900,6899,3.254779,0.00055683
2025-12-05T19:32:16.902234,1,7000,6999,3.249788,0.00055679
2025-12-05T19:32:51.374321,1,7100,7099,3.276262,0.00055674
2025-12-05T19:33:13.508554,1,7200,7199,3.226556,0.00055670
2025-12-05T19:33:35.169999,1,7300,7299,3.255342,0.00055666
2025-12-05T19:33:56.209385,1,7400,7399,3.249770,0.00055661
2025-12-05T19:34:18.052447,1,7500,7499,3.235770,0.00055657
2025-12-05T19:34:40.324706,1,7600,7599,3.238348,0.00055652
2025-12-05T19:35:02.155063,1,7700,7699,3.247581,0.00055648
2025-12-05T19:35:23.801001,1,7800,7799,3.257075,0.00055643
2025-12-05T19:35:45.987042,1,7900,7899,3.256644,0.00055638
2025-12-05T19:36:08.163662,1,8000,7999,3.212297,0.00055633
2025-12-05T19:36:44.779241,1,8100,8099,3.240004,0.00055629
2025-12-05T19:37:06.920021,1,8200,8199,3.235147,0.00055624
2025-12-05T19:37:28.557791,1,8300,8299,3.229903,0.00055619
2025-12-05T19:37:50.574037,1,8400,8399,3.240851,0.00055613
2025-12-05T19:38:12.415041,1,8500,8499,3.240182,0.00055608
2025-12-05T19:38:34.212194,1,8600,8599,3.224458,0.00055603
2025-12-05T19:38:55.817303,1,8700,8699,3.247651,0.00055598
2025-12-05T19:39:17.313375,1,8800,8799,3.228309,0.00055592
2025-12-05T19:39:39.109769,1,8900,8899,3.224681,0.00055587
2025-12-05T19:40:01.060992,1,9000,8999,3.218622,0.00055581
2025-12-05T19:40:35.670052,1,9100,9099,3.214424,0.00055576
2025-12-05T19:40:57.102602,1,9200,9199,3.238599,0.00055570
2025-12-05T19:41:19.457535,1,9300,9299,3.225055,0.00055564
2025-12-05T19:41:41.447654,1,9400,9399,3.234185,0.00055559
2025-12-05T19:42:03.603932,1,9500,9499,3.212297,0.00055553
2025-12-05T19:42:25.387979,1,9600,9599,3.231604,0.00055547
2025-12-05T19:42:47.511372,1,9700,9699,3.244860,0.00055541
2025-12-05T19:43:09.446476,1,9800,9799,3.229685,0.00055535
2025-12-05T19:43:31.031794,1,9900,9899,3.203438,0.00055529
2025-12-05T19:43:52.883823,1,10000,9999,3.221383,0.00055522
2025-12-05T19:44:37.546802,2,100,10099,3.201047,0.00055516
2025-12-05T19:44:59.239258,2,200,10199,3.223593,0.00055510
2025-12-05T19:45:21.934415,2,300,10299,3.206289,0.00055503
2025-12-05T19:45:44.270987,2,400,10399,3.205072,0.00055497
2025-12-05T19:46:06.231206,2,500,10499,3.176451,0.00055490
2025-12-05T19:46:28.591686,2,600,10599,3.218572,0.00055484
2025-12-05T19:46:50.467721,2,700,10699,3.203040,0.00055477
2025-12-05T19:47:12.792336,2,800,10799,3.197674,0.00055470
2025-12-05T19:47:34.829141,2,900,10899,3.203741,0.00055464
2025-12-05T19:47:57.382263,2,1000,10999,3.200191,0.00055457
2025-12-05T19:48:31.781629,2,1100,11099,3.185229,0.00055450
2025-12-05T19:48:53.555818,2,1200,11199,3.192654,0.00055443
2025-12-05T19:49:15.508233,2,1300,11299,3.192705,0.00055436
2025-12-05T19:49:37.498968,2,1400,11399,3.190508,0.00055428
2025-12-05T19:49:59.424450,2,1500,11499,3.194843,0.00055421
2025-12-05T19:50:21.159865,2,1600,11599,3.194735,0.00055414
2025-12-05T19:50:43.754945,2,1700,11699,3.179496,0.00055407
2025-12-05T19:51:05.890335,2,1800,11799,3.188121,0.00055399
2025-12-05T19:51:28.733370,2,1900,11899,3.198996,0.00055392
2025-12-05T19:51:51.636929,2,2000,11999,3.217209,0.00055384
2025-12-05T19:52:25.974937,2,2100,12099,3.181313,0.00055376
2025-12-05T19:52:48.317163,2,2200,12199,3.176834,0.00055369
2025-12-05T19:53:10.920160,2,2300,12299,3.180442,0.00055361
2025-12-05T19:53:33.766384,2,2400,12399,3.173429,0.00055353
2025-12-05T19:53:56.480140,2,2500,12499,3.194958,0.00055345
2025-12-05T19:54:18.814132,2,2600,12599,3.164397,0.00055337
2025-12-05T19:54:41.562711,2,2700,12699,3.201531,0.00055329
2025-12-05T19:55:03.648230,2,2800,12799,3.179114,0.00055321
2025-12-05T19:55:26.342738,2,2900,12899,3.190064,0.00055313
2025-12-05T19:55:48.720646,2,3000,12999,3.151847,0.00055304
2025-12-05T19:56:23.458898,2,3100,13099,3.182316,0.00055296
2025-12-05T19:56:45.523834,2,3200,13199,3.170475,0.00055288
2025-12-05T19:57:07.174641,2,3300,13299,3.200311,0.00055279
2025-12-05T19:57:29.267632,2,3400,13399,3.159817,0.00055271
2025-12-05T19:57:51.202282,2,3500,13499,3.171327,0.00055262
2025-12-05T19:58:13.035406,2,3600,13599,3.158392,0.00055253
2025-12-05T19:58:35.068361,2,3700,13699,3.176052,0.00055245
2025-12-05T19:58:57.306820,2,3800,13799,3.170130,0.00055236
2025-12-05T19:59:20.298142,2,3900,13899,3.168822,0.00055227
2025-12-05T19:59:43.142339,2,4000,13999,3.185230,0.00055218
2025-12-05T20:00:17.158821,2,4100,14099,3.158741,0.00055209
2025-12-05T20:00:38.906177,2,4200,14199,3.167594,0.00055200
2025-12-05T20:01:01.127520,2,4300,14299,3.151243,0.00055191
2025-12-05T20:01:23.177177,2,4400,14399,3.169791,0.00055182
2025-12-05T20:01:44.866535,2,4500,14499,3.159478,0.00055172
2025-12-05T20:02:06.627158,2,4600,14599,3.166185,0.00055163
2025-12-05T20:02:28.819101,2,4700,14699,3.184187,0.00055154
2025-12-05T20:02:51.408429,2,4800,14799,3.190949,0.00055144
2025-12-05T20:03:13.976326,2,4900,14899,3.183196,0.00055135
2025-12-05T20:03:36.483320,2,5000,14999,3.180384,0.00055125
2025-12-05T20:04:16.674451,2,5100,15099,3.168985,0.00055115
2025-12-05T20:04:38.956328,2,5200,15199,3.167509,0.00055106
2025-12-05T20:05:01.397490,2,5300,15299,3.168429,0.00055096
2025-12-05T20:05:23.717730,2,5400,15399,3.148812,0.00055086
2025-12-05T20:05:46.833125,2,5500,15499,3.156386,0.00055076
2025-12-05T20:06:09.070940,2,5600,15599,3.158921,0.00055066
2025-12-05T20:06:31.796406,2,5700,15699,3.175110,0.00055056
2025-12-05T20:06:54.607522,2,5800,15799,3.162120,0.00055046
2025-12-05T20:07:17.251547,2,5900,15899,3.152764,0.00055035
2025-12-05T20:07:39.781729,2,6000,15999,3.166065,0.00055025
2025-12-05T20:08:14.184937,2,6100,16099,3.174218,0.00055015
2025-12-05T20:08:36.558901,2,6200,16199,3.159331,0.00055004
2025-12-05T20:08:58.723279,2,6300,16299,3.149769,0.00054994
2025-12-05T20:09:21.169655,2,6400,16399,3.150288,0.00054983
2025-12-05T20:09:43.306165,2,6500,16499,3.163326,0.00054973
2025-12-05T20:10:05.451704,2,6600,16599,3.159548,0.00054962
2025-12-05T20:10:27.688244,2,6700,16699,3.143917,0.00054951
2025-12-05T20:10:50.054719,2,6800,16799,3.256155,0.00054940
2025-12-05T20:11:12.629583,2,6900,16899,3.172249,0.00054929
2025-12-05T20:11:34.956916,2,7000,16999,3.157901,0.00054918
